date,location_key,truth_value,cumulative_deceased_age_0,cumulative_deceased_age_5,cumulative_deceased_age_4,cumulative_confirmed_male,cumulative_confirmed_female,new_confirmed,cumulative_confirmed,cumulative_deceased,new_deceased,search_trends_hypoxemia,search_trends_phlegm,search_trends_pneumonia,search_trends_common_cold,search_trends_nasal_congestion,search_trends_cough,new_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients,cumulative_hospitalized_patients,cumulative_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_janssen,cumulative_persons_fully_vaccinated_pfizer,cumulative_vaccine_doses_administered,cumulative_persons_fully_vaccinated_janssen,cumulative_persons_vaccinated,cumulative_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated,average_temperature_celsius,dew_point,mobility_workplaces,search_trends_pain,search_trends_infection,stringency_index,vaccination_policy
2020-10-03,US_KY,5538,1.0,73.0,24.0,,,1274.0,72001.0,1205.0,8.0,0.67,0.42,0.97,8.13,1.7,3.97,143.0,451.0,152.0,15124.0,,,,,,,,,,10.511111,5.030864,-9.0,33.71,19.02,62.96,0.0
2020-10-03,US_LA,3674,4.0,969.0,461.0,,,0.0,168826.0,5545.0,0.0,0.57,0.52,0.79,8.13,1.85,3.93,61.0,1003.0,171.0,10483.0,,,,,,,,,,16.627778,9.092593,-15.0,31.54,18.66,58.33,0.0
2020-10-03,US_ME,226,0.0,14.0,5.0,,,18.0,5486.0,142.0,0.0,0.4,0.23,0.64,4.16,0.76,1.88,0.0,12.0,7.0,152.0,,,,,,,,,,9.95,6.730159,-4.0,18.84,11.3,70.37,0.0
2020-10-03,US_MD,3866,0.0,312.0,123.0,,,597.0,126819.0,3957.0,7.0,0.85,0.46,0.89,7.36,1.44,3.5,46.0,338.0,85.0,4205.0,,,,,,,,,,13.3125,6.285714,-9.0,30.91,17.32,53.24,0.0
2020-10-03,US_MA,4253,1.0,996.0,343.0,,,672.0,134303.0,9507.0,17.0,0.91,0.42,0.83,6.7,1.22,3.2,43.0,223.0,52.0,1938.0,,,,,,,,,,10.638889,6.1,-11.0,28.52,16.11,58.33,0.0
2020-10-03,US_MI,6864,3.0,1200.0,548.0,,,1275.0,141271.0,7124.0,14.0,0.61,0.42,0.86,7.75,1.47,3.62,85.0,512.0,160.0,5653.0,,,,,,,,,,5.788889,2.783951,-5.0,28.31,15.8,52.78,0.0
2020-10-03,US_MN,7129,1.0,17.0,4.0,,,1421.0,102787.0,2126.0,14.0,0.82,0.46,0.83,8.25,1.6,3.67,58.0,373.0,121.0,2625.0,,,,,,,,,,4.419753,0.111111,-6.0,30.0,16.94,51.85,0.0
2020-10-03,US_MS,3490,1.0,554.0,128.0,,,609.0,100167.0,3011.0,12.0,0.58,0.46,0.85,8.08,1.79,3.94,67.0,376.0,131.0,6956.0,,,,,,,,,,14.372222,7.62963,-14.0,31.32,18.04,51.85,0.0
2020-10-03,US_MO,9887,0.0,303.0,129.0,,,1708.0,131105.0,2169.0,25.0,0.79,0.54,1.08,9.54,1.86,4.56,136.0,913.0,337.0,7431.0,,,,,,,,,,11.259259,6.191358,-9.0,34.55,19.46,46.76,0.0
2020-10-03,US_MT,2547,,,,,,501.0,14356.0,186.0,0.0,0.75,0.59,1.05,10.09,1.67,4.33,40.0,198.0,38.0,1658.0,,,,,,,,,,12.253086,1.763889,-10.0,33.58,19.91,51.85,0.0
2020-10-03,US_NE,3807,,,,,,792.0,46977.0,493.0,0.0,0.75,0.59,1.09,9.6,1.92,4.94,30.0,262.0,91.0,988.0,,,,,,,,,,10.8,4.537037,-10.0,34.58,18.81,50.0,0.0
2020-10-03,US_NV,3365,1.0,189.0,80.0,,,526.0,81708.0,1620.0,11.0,0.81,0.48,0.86,7.14,1.55,3.51,40.0,378.0,114.0,4126.0,,,,,,,,,,16.066667,-10.155556,-20.0,31.54,17.11,49.07,0.0
2020-10-03,US_NH,476,0.0,10.0,7.0,,,63.0,8597.0,442.0,0.0,0.79,0.38,0.89,7.23,1.2,3.29,7.0,24.0,9.0,755.0,,,,,,,,,,7.244444,4.922222,-5.0,32.19,18.13,43.52,0.0
2020-10-03,US_NJ,4722,3.0,4627.0,2285.0,,,1045.0,213057.0,16135.0,4.0,0.92,0.48,0.85,7.38,1.48,3.55,45.0,308.0,70.0,2270.0,,,,,,,,,,13.438272,6.547619,-9.0,31.69,16.68,55.56,0.0
2020-10-03,US_NM,1604,0.0,165.0,103.0,,,296.0,30296.0,890.0,3.0,0.76,0.47,0.96,7.19,1.42,3.45,15.0,96.0,52.0,1309.0,,,,,,,,,,18.294444,-5.944444,-16.0,30.46,17.33,76.85,0.0
2020-10-03,US_NY,8609,,,,,,1731.0,463360.0,25505.0,8.0,0.81,0.48,0.79,7.48,1.47,3.48,104.0,637.0,126.0,7036.0,,,,,,,,,,9.783333,6.037037,-13.0,29.56,16.49,72.22,0.0
2020-10-03,US_NC,10808,1.0,2103.0,826.0,,,2202.0,216886.0,3629.0,21.0,0.64,0.49,0.84,7.67,1.5,3.74,102.0,787.0,272.0,10823.0,,,,,,,,,,12.766667,7.705556,-11.0,31.19,17.02,61.11,0.0
2020-10-03,US_ND,2754,0.0,12.0,8.0,,,443.0,23084.0,274.0,7.0,0.62,0.48,1.17,8.61,1.8,3.88,25.0,182.0,22.0,856.0,,,,,,,,,,8.383333,1.172222,-8.0,31.65,18.19,43.06,0.0
2020-10-03,US_OH,7957,,,,,,1157.0,157966.0,4925.0,20.0,0.58,0.44,0.79,7.61,1.59,3.59,128.0,741.0,212.0,7618.0,,,,,,,,,,8.566667,4.438272,-7.0,28.5,15.73,54.63,0.0
2020-10-03,US_OK,7238,0.0,844.0,160.0,,,1189.0,90748.0,1051.0,7.0,0.69,0.58,1.02,8.9,1.8,4.43,143.0,593.0,225.0,6748.0,,,,,,,,,,16.030864,6.320988,-10.0,34.42,20.14,37.5,0.0
2020-10-03,US_OR,1931,0.0,38.0,13.0,,,301.0,34163.0,563.0,3.0,0.61,0.38,0.6,4.95,0.8,2.36,8.0,204.0,47.0,1014.0,,,,,,,,,,17.094444,2.3125,-9.0,23.59,15.92,59.26,0.0
2020-10-03,US_PA,6333,0.0,416.0,134.0,,,0.0,161284.0,8199.0,20.0,0.76,0.47,0.87,7.76,1.51,3.74,74.0,688.0,154.0,5839.0,,,,,,,,,,9.922222,3.505556,-10.0,31.51,17.22,56.02,0.0
2020-10-03,US_RI,895,0.0,50.0,16.0,,,169.0,25245.0,1119.0,1.0,0.81,0.49,0.76,7.62,1.37,3.68,3.0,89.0,7.0,417.0,,,,,,,,,,13.338889,8.194444,-9.0,32.98,17.57,66.67,0.0
2020-10-03,US_SC,5618,2.0,287.0,105.0,,,1706.0,150891.0,3442.0,33.0,0.64,0.53,1.08,9.58,2.0,4.88,62.0,469.0,132.0,7873.0,,,,,,,,,,15.722222,8.756944,-11.0,38.43,20.93,54.63,0.0
2020-10-03,US_SD,2853,,,,,,464.0,23986.0,248.0,11.0,0.6,0.47,1.2,8.59,1.74,4.22,42.0,199.0,45.0,1560.0,,,,,,,,,,8.761111,3.604167,-7.0,29.57,16.83,39.81,0.0
2020-10-03,US_TN,8665,4.0,258.0,107.0,,,1192.0,199595.0,2560.0,45.0,0.7,0.56,1.1,9.38,1.91,4.39,117.0,979.0,284.0,9814.0,,,,,,,,,,10.911111,5.407407,-9.0,34.74,19.51,54.17,0.0
2020-10-03,US_TX,34769,3.0,936.0,339.0,,,7006.0,763010.0,15992.0,97.0,0.68,0.57,0.86,8.69,1.96,4.3,628.0,3264.0,1081.0,47938.0,,,,,,,,,,21.694444,10.580247,-14.0,33.26,18.9,55.09,0.0
2020-10-03,US_UT,6675,0.0,229.0,108.0,,,1068.0,76225.0,476.0,2.0,0.4,0.34,0.53,7.93,1.06,2.62,31.0,184.0,67.0,1719.0,,,,,,,,,,15.95679,-4.819444,-13.0,21.79,13.3,45.83,0.0
2020-10-03,US_VT,39,0.0,2.0,2.0,,,9.0,1782.0,58.0,0.0,0.77,0.47,0.86,7.42,1.1,3.63,0.0,0.0,0.0,100.0,,,,,,,,,,8.922222,6.588889,-10.0,32.42,18.28,61.57,0.0
2020-10-03,US_VA,5395,0.0,226.0,87.0,,,1116.0,150803.0,3270.0,20.0,0.83,0.51,0.9,7.89,1.53,3.9,70.0,582.0,173.0,5134.0,,,,,,,,,,11.566667,6.222222,-12.0,31.95,17.32,50.46,0.0
2020-10-03,US_WA,3646,,,,,,580.0,91570.0,2143.0,11.0,0.99,0.46,0.88,7.32,1.24,3.5,21.0,209.0,50.0,2210.0,,,,,,,,,,16.919753,9.173611,-12.0,34.94,19.07,64.35,0.0
2020-10-03,US_WV,1310,,,,,,161.0,16468.0,357.0,2.0,0.75,0.4,1.1,8.62,1.7,4.56,21.0,183.0,65.0,1145.0,,,,,,,,,,7.805556,3.166667,-8.0,34.51,20.98,52.78,0.0
2020-10-03,US_WI,17769,0.0,91.0,41.0,,,3054.0,138002.0,1383.0,20.0,0.77,0.49,0.89,8.92,1.52,3.87,200.0,732.0,198.0,6358.0,,,,,,,,,,4.688889,1.444444,-4.0,29.73,17.0,51.39,0.0
2020-10-03,US_WY,900,,,,,,151.0,6365.0,53.0,0.0,,0.85,0.88,7.93,0.82,3.81,13.0,37.0,9.0,580.0,,,,,,,,,,10.977778,-1.314815,-9.0,30.39,15.68,55.56,0.0
2020-10-03,US_GU,413,,,,,,82.0,2699.0,51.0,1.0,,,,,,,0.0,29.0,12.0,,,,,,,,,,,28.277778,24.981481,,,,,
2020-10-03,US_MP,1,,,,,,0.0,73.0,2.0,0.0,,,,,,,0.0,,,4.0,,,,,,,,,,29.333333,25.319444,,,,,
2020-10-03,US_PR,4962,,,,,,299.0,24804.0,681.0,8.0,,,,,,,23.0,221.0,42.0,1742.0,,,,,,,,,,26.993056,23.033333,-18.0,,,,
2020-10-03,US_VI,10,,,,,,0.0,1326.0,20.0,0.0,,,,,,,0.0,3.0,1.0,36.0,,,,,,,,,,27.530864,23.347222,,,,,
2020-10-10,US_AL,6146,4.0,1932.0,446.0,,,1061.0,164526.0,2664.0,11.0,0.47,0.58,1.0,8.11,1.75,4.4,101.0,822.0,270.0,10383.0,,,,,,,,,,22.894444,21.738095,-12.0,35.35,19.05,43.52,0.0
2020-10-10,US_AK,1239,0.0,6.0,4.0,,,250.0,9718.0,82.0,2.0,0.63,,0.79,8.24,1.6,3.95,7.0,38.0,9.0,359.0,,,,,,,,,,2.55,-3.8125,-7.0,35.38,18.84,56.02,0.0
2020-10-10,US_AZ,4582,9.0,,4090.0,,,894.0,224978.0,5759.0,13.0,0.52,0.5,0.95,6.97,1.44,3.69,81.0,572.0,142.0,8946.0,,,,,,,,,,22.9,-1.244444,-16.0,35.32,18.64,53.7,0.0
2020-10-10,US_AR,5695,,,,,,2075.0,92220.0,1552.0,49.0,0.48,0.48,1.07,7.6,1.53,4.07,92.0,528.0,210.0,5476.0,,,,,,,,,,20.228395,17.969136,-12.0,33.5,18.52,52.78,0.0
2020-10-10,US_CA,22808,2.0,6654.0,5303.0,412555.0,427180.0,4170.0,842776.0,16500.0,72.0,0.5,0.47,0.74,6.51,1.21,3.35,336.0,2251.0,614.0,43287.0,,,,,,,,,,18.798611,11.111111,-15.0,33.86,18.12,61.57,0.0
2020-10-10,US_CO,5118,0.0,144.0,61.0,,,1023.0,77642.0,2112.0,9.0,0.54,0.42,0.69,6.38,1.23,3.29,49.0,292.0,102.0,2878.0,,,,,,,,,,13.905556,-9.544444,-12.0,29.69,15.04,56.02,0.0
2020-10-10,US_CT,1741,1.0,189.0,59.0,,,0.0,60038.0,4530.0,0.0,0.56,0.51,0.79,7.43,1.56,3.65,23.0,142.0,26.0,1015.0,,,,,,,,,,17.427778,11.520833,-10.0,34.53,17.9,64.81,0.0
2020-10-10,US_DE,873,0.0,563.0,90.0,10218.0,12048.0,133.0,22300.0,599.0,1.0,0.5,0.45,0.79,5.98,1.4,3.04,10.0,130.0,27.0,526.0,,,,,,,,,,17.909722,13.788889,-6.0,28.11,15.04,52.78,0.0
2020-10-10,US_DC,445,0.0,144.0,76.0,,,66.0,15984.0,636.0,2.0,0.54,0.36,1.03,6.58,1.38,3.48,10.0,107.0,27.0,1290.0,,,,,,,,,,16.808642,13.103175,,30.29,16.61,68.52,0.0
2020-10-10,US_FL,14330,0.0,629.0,267.0,,,0.0,720001.0,15372.0,0.0,0.53,0.52,0.91,7.16,1.51,3.73,298.0,2332.0,534.0,41811.0,,,,,,,,,,27.339506,22.820988,-18.0,35.94,19.44,38.89,0.0
2020-10-10,US_GA,29410,1.0,283.0,129.0,,,1237.0,330269.0,7393.0,45.0,0.42,0.54,0.82,7.29,1.51,3.95,283.0,1319.0,401.0,23477.0,,,,,,,,,,22.85,21.013889,-13.0,33.21,17.42,59.26,0.0
2020-10-10,US_HI,645,0.0,31.0,19.0,,,165.0,13498.0,166.0,2.0,0.92,0.58,0.91,7.28,1.57,3.58,14.0,112.0,23.0,2391.0,,,,,,,,,,26.240741,19.101852,-30.0,44.47,22.11,76.85,0.0
2020-10-10,US_ID,4225,0.0,67.0,18.0,,,662.0,47088.0,506.0,3.0,0.65,0.64,0.94,9.93,1.77,4.82,30.0,178.0,50.0,1607.0,,,,,,,,,,9.522222,-3.645833,-13.0,38.2,19.92,51.39,0.0
2020-10-10,US_IL,16476,7.0,1556.0,713.0,,,2905.0,319461.0,9221.0,30.0,0.47,0.49,0.79,6.94,1.44,3.47,168.0,1221.0,316.0,9869.0,,,,,,,,,,20.461111,15.740741,-6.0,31.09,16.15,51.39,0.0
2020-10-10,US_IN,9375,2.0,553.0,181.0,0.0,0.0,1918.0,133411.0,3782.0,21.0,0.43,0.52,0.79,7.29,1.56,3.77,128.0,826.0,273.0,6664.0,,,,,,,,,,20.661111,15.483333,-8.0,31.33,16.83,50.46,0.0
2020-10-10,US_IA,6797,1.0,,715.0,,,1084.0,94271.0,1455.0,18.0,0.56,0.47,1.01,8.05,1.46,4.26,65.0,431.0,100.0,4191.0,,,,,,,,,,20.561111,11.098765,-1.0,35.08,19.45,43.52,0.0
2020-10-10,US_KS,4747,0.0,33.0,13.0,,,0.0,65807.0,763.0,0.0,0.42,0.5,0.84,7.32,1.45,3.68,83.0,376.0,109.0,3427.0,,,,,,,,,,20.141975,14.808642,-7.0,33.17,17.57,54.63,0.0
2020-10-10,US_KY,6054,1.0,76.0,25.0,,,989.0,79445.0,1249.0,7.0,0.47,0.52,0.88,7.78,1.56,3.96,128.0,535.0,172.0,17093.0,,,,,,,,,,18.466667,16.604938,-9.0,35.29,19.25,62.96,0.0
2020-10-10,US_LA,4580,4.0,984.0,470.0,,,0.0,173406.0,5635.0,0.0,0.32,0.48,0.74,6.5,1.51,3.43,74.0,1052.0,177.0,11099.0,,,,,,,,,,23.506173,20.701389,-27.0,30.96,17.66,58.33,0.0
2020-10-10,US_ME,210,0.0,14.0,5.0,,,30.0,5696.0,143.0,0.0,0.3,0.3,0.47,4.38,0.84,2.2,2.0,8.0,6.0,157.0,,,,,,,,,,13.338889,6.097222,-4.0,19.72,11.21,70.37,0.0
2020-10-10,US_MD,3975,0.0,317.0,123.0,,,636.0,130795.0,3995.0,5.0,0.44,0.47,0.92,6.61,1.34,3.53,60.0,410.0,97.0,4601.0,,,,,,,,,,17.145833,13.626984,-9.0,31.85,16.95,53.24,0.0
2020-10-10,US_MA,4037,1.0,1003.0,355.0,,,639.0,138340.0,9587.0,10.0,0.44,0.43,0.72,6.25,1.36,3.15,40.0,271.0,64.0,2227.0,,,,,,,,,,16.855556,10.611111,-11.0,29.56,15.69,53.7,0.0
2020-10-10,US_MI,8170,3.0,1211.0,552.0,,,1648.0,149464.0,7219.0,19.0,0.41,0.47,0.81,6.8,1.38,3.46,78.0,644.0,186.0,6235.0,,,,,,,,,,17.083333,9.944444,-3.0,29.09,15.54,52.78,0.0
2020-10-10,US_MN,8041,1.0,17.0,4.0,,,1516.0,110828.0,2184.0,10.0,0.46,0.47,0.8,6.98,1.42,3.52,68.0,464.0,139.0,3087.0,,,,,,,,,,12.228395,4.069444,-3.0,30.54,16.57,51.85,0.0
2020-10-10,US_MS,4471,1.0,571.0,131.0,,,957.0,104638.0,3096.0,16.0,0.36,0.52,1.02,7.24,1.73,3.98,79.0,440.0,130.0,7573.0,,,,,,,,,,22.005556,20.407407,-18.0,32.2,18.43,51.85,0.0
2020-10-10,US_MO,13373,0.0,358.0,138.0,,,5066.0,144230.0,2422.0,27.0,0.59,0.53,1.04,8.22,1.68,4.28,144.0,1085.0,400.0,8520.0,,,,,,,,,,20.518519,15.925926,-7.0,35.8,19.13,46.76,0.0
2020-10-10,US_MT,3628,,,,,,718.0,18117.0,209.0,3.0,0.74,0.41,0.9,9.82,1.61,4.36,53.0,246.0,46.0,2011.0,,,,,,,,,,16.298611,-5.301587,-10.0,33.03,19.48,53.7,0.0
2020-10-10,US_NE,4484,,,,,,1085.0,51144.0,519.0,5.0,0.68,0.51,1.02,8.31,1.78,4.06,35.0,305.0,106.0,1205.0,,,,,,,,,,16.438889,4.432099,-8.0,34.05,18.62,47.22,0.0
2020-10-10,US_NV,3634,1.0,193.0,85.0,,,806.0,85399.0,1659.0,2.0,0.5,0.5,0.88,6.77,1.35,3.37,34.0,409.0,132.0,4393.0,,,,,,,,,,13.388889,-6.816667,-20.0,31.49,16.68,49.07,0.0
2020-10-10,US_NH,495,0.0,10.0,7.0,,,122.0,9092.0,455.0,5.0,0.47,0.62,0.81,7.29,1.7,3.61,3.0,21.0,10.0,772.0,,,,,,,,,,13.15,6.3,-4.0,32.91,17.64,43.52,0.0
2020-10-10,US_NJ,5302,3.0,4633.0,2290.0,,,990.0,219062.0,16171.0,7.0,0.5,0.46,0.83,6.84,1.44,3.4,66.0,458.0,106.0,2681.0,,,,,,,,,,17.277778,12.412698,-8.0,32.65,16.51,55.56,0.0
2020-10-10,US_NM,2426,0.0,166.0,106.0,,,481.0,32722.0,907.0,5.0,0.67,0.48,0.88,7.42,1.34,3.46,15.0,118.0,54.0,1451.0,,,,,,,,,,18.987654,-7.284722,-15.0,31.36,17.41,75.0,0.0
2020-10-10,US_NY,9789,,,,,,1447.0,473143.0,25569.0,8.0,0.45,0.48,0.76,6.66,1.44,3.38,150.0,888.0,192.0,7927.0,,,,,,,,,,17.455556,9.895062,-13.0,30.62,16.38,72.69,0.0
2020-10-10,US_NC,12910,1.0,2186.0,863.0,,,2321.0,229752.0,3765.0,18.0,0.45,0.48,0.81,7.01,1.38,3.74,175.0,865.0,293.0,11804.0,,,,,,,,,,18.977778,17.833333,-12.0,32.14,17.19,61.11,0.0
2020-10-10,US_ND,3495,0.0,15.0,9.0,,,598.0,26563.0,340.0,15.0,0.75,0.57,1.04,9.71,1.76,4.62,41.0,220.0,54.0,1072.0,,,,,,,,,,9.788889,1.761111,-6.0,33.1,18.98,48.61,0.0
2020-10-10,US_OH,9492,,,,,,1356.0,167458.0,4997.0,3.0,0.41,0.45,0.79,7.07,1.5,3.54,199.0,907.0,234.0,8735.0,,,,,,,,,,18.744444,14.228395,-6.0,29.59,15.81,54.63,0.0
2020-10-10,US_OK,7873,0.0,880.0,167.0,,,1533.0,98621.0,1095.0,4.0,0.55,0.48,1.07,7.87,1.53,4.25,167.0,692.0,265.0,7899.0,,,,,,,,,,21.104938,17.425926,-10.0,34.62,18.95,37.5,0.0
2020-10-10,US_OR,2413,0.0,38.0,13.0,,,410.0,36526.0,597.0,3.0,0.32,0.32,0.54,4.7,0.77,2.46,20.0,159.0,45.0,1144.0,,,,,,,,,,13.422222,4.201389,-10.0,24.1,15.76,59.26,0.0
2020-10-10,US_PA,9534,0.0,422.0,136.0,,,1742.0,171050.0,8344.0,36.0,0.44,0.5,0.83,7.15,1.5,3.69,109.0,794.0,209.0,6479.0,,,,,,,,,,15.955556,9.744444,-10.0,32.62,16.98,53.24,0.0
2020-10-10,US_RI,1218,0.0,50.0,16.0,,,286.0,26580.0,1132.0,2.0,0.32,0.46,1.04,7.02,1.57,4.0,6.0,113.0,13.0,466.0,,,,,,,,,,17.277778,12.166667,-12.0,34.95,18.4,66.67,0.0
2020-10-10,US_SC,5730,2.0,300.0,109.0,,,945.0,156621.0,3551.0,21.0,0.54,0.57,0.96,8.83,1.88,4.74,59.0,539.0,150.0,8380.0,,,,,,,,,,22.172222,20.763889,-10.0,39.33,20.91,54.63,0.0
2020-10-10,US_SD,3961,,,,,,732.0,27947.0,286.0,9.0,0.59,0.59,1.24,8.91,1.76,3.97,56.0,248.0,62.0,1904.0,,,,,,,,,,13.627778,3.763889,-6.0,29.71,16.36,39.81,0.0
2020-10-10,US_TN,12723,4.0,276.0,112.0,,,1646.0,212649.0,2758.0,26.0,0.54,0.51,1.08,8.32,1.75,4.35,137.0,1150.0,330.0,10709.0,,,,,,,,,,18.75,17.351852,-11.0,36.41,19.5,54.17,0.0
2020-10-10,US_TX,30347,3.0,964.0,346.0,,,4230.0,790060.0,16526.0,94.0,0.51,0.52,0.86,7.86,1.72,4.22,581.0,3676.0,1141.0,51651.0,,,,,,,,,,22.466667,12.481481,-13.0,33.89,18.9,56.48,0.0
2020-10-10,US_UT,8466,0.0,250.0,110.0,,,1354.0,84644.0,510.0,5.0,0.38,0.32,0.47,7.7,0.96,2.6,43.0,263.0,88.0,1996.0,,,,,,,,,,17.598765,-2.180556,-10.0,21.68,13.73,45.83,0.0
2020-10-10,US_VT,79,0.0,2.0,2.0,,,10.0,1861.0,58.0,0.0,,0.43,0.83,6.5,1.34,3.4,0.0,0.0,0.0,103.0,,,,,,,,,,15.238889,7.405556,-10.0,33.51,18.15,61.57,0.0
2020-10-10,US_VA,7102,0.0,233.0,90.0,,,1256.0,157905.0,3354.0,10.0,0.51,0.5,0.82,7.23,1.51,3.73,69.0,595.0,160.0,5627.0,,,,,,,,,,16.027778,14.17284,-12.0,33.46,16.92,50.46,0.0
2020-10-10,US_WA,4063,,,,,,726.0,95931.0,2190.0,7.0,0.5,0.5,0.84,6.85,1.27,3.51,31.0,265.0,56.0,2387.0,,,,,,,,,,15.141975,7.402778,-12.0,35.49,18.44,64.35,0.0
2020-10-10,US_WV,1445,,,,,,206.0,17913.0,381.0,5.0,0.55,0.55,1.2,8.56,1.71,4.37,16.0,189.0,61.0,1254.0,,,,,,,,,,16.333333,12.808642,-9.0,35.3,20.89,52.78,0.0
2020-10-10,US_WI,17734,0.0,98.0,42.0,,,2971.0,155602.0,1468.0,17.0,0.49,0.51,0.85,7.82,1.49,3.84,217.0,991.0,257.0,7707.0,,,,,,,,,,14.916667,8.024691,-2.0,30.25,16.45,56.02,0.0
2020-10-10,US_WY,1090,,,,,,120.0,7455.0,54.0,0.0,0.61,,1.05,7.91,1.43,3.7,17.0,69.0,15.0,679.0,,,,,,,,,,14.433333,-9.487654,-9.0,29.08,16.39,55.56,0.0
2020-10-10,US_GU,357,,,,,,67.0,3056.0,59.0,1.0,,,,,,,0.0,62.0,13.0,,,,,,,,,,,28.301587,24.916667,,,,,
2020-10-10,US_MP,7,,,,,,2.0,77.0,2.0,0.0,,,,,,,0.0,,,4.0,,,,,,,,,,29.097222,25.166667,,,,,
2020-10-10,US_PR,2989,,,,,,232.0,26558.0,728.0,8.0,,,,,,,17.0,213.0,47.0,1996.0,,,,,,,,,,28.006944,24.5,-17.0,,,,
2020-10-10,US_VI,-2,,,,,,0.0,1324.0,20.0,0.0,,,,,,,0.0,2.0,1.0,36.0,,,,,,,,,,28.950617,24.652778,,,,,
2020-10-17,US_AL,7136,4.0,2022.0,460.0,,,1288.0,171662.0,2788.0,2.0,0.39,0.55,0.98,8.32,1.88,4.29,126.0,856.0,286.0,11246.0,,,,,,,,,,12.516667,5.468254,-9.0,33.62,18.37,43.52,0.0
2020-10-17,US_AK,1360,0.0,6.0,4.0,,,211.0,11029.0,91.0,0.0,,,,8.54,1.56,3.69,3.0,42.0,15.0,390.0,,,,,,,,,,-7.216667,-13.916667,-9.0,34.74,19.09,56.02,0.0
2020-10-17,US_AZ,5427,9.0,,4133.0,,,921.0,230407.0,5824.0,18.0,0.46,0.47,0.9,6.95,1.4,3.57,71.0,620.0,164.0,9467.0,,,,,,,,,,22.455556,-4.877778,-17.0,35.22,18.4,53.7,0.0
2020-10-17,US_AR,6202,,,,,,883.0,98422.0,1684.0,19.0,0.39,0.6,0.95,7.48,1.52,3.79,87.0,558.0,206.0,6145.0,,,,,,,,,,11.506173,3.654321,-11.0,31.95,17.73,52.78,0.0
2020-10-17,US_CA,21955,2.0,6802.0,5409.0,422413.0,437997.0,2979.0,864455.0,16899.0,69.0,0.4,0.49,0.76,6.58,1.32,3.27,344.0,2244.0,626.0,45604.0,,,,,,,,,,21.798611,10.015873,-16.0,33.71,18.0,61.57,0.0
2020-10-17,US_CO,6757,0.0,147.0,64.0,,,1139.0,84369.0,2176.0,4.0,0.44,0.4,0.68,6.47,1.25,3.15,56.0,345.0,121.0,3343.0,,,,,,,,,,11.127778,-9.283333,-14.0,28.17,14.54,56.02,0.0
2020-10-17,US_CT,2792,1.0,189.0,59.0,,,0.0,62830.0,4542.0,0.0,0.37,0.48,0.78,7.1,1.32,3.57,25.0,187.0,39.0,1177.0,,,,,,,,,,10.377778,3.930556,-10.0,32.66,16.81,64.81,0.0
2020-10-17,US_DE,944,0.0,579.0,90.0,10654.0,12586.0,146.0,23274.0,613.0,3.0,0.31,0.44,0.74,5.82,1.29,3.08,17.0,128.0,26.0,618.0,,,,,,,,,,11.847222,5.411111,-5.0,26.86,14.58,52.78,0.0
2020-10-17,US_DC,416,0.0,144.0,76.0,,,36.0,16370.0,641.0,0.0,0.28,0.33,0.78,5.97,1.34,2.8,2.0,102.0,21.0,1351.0,,,,,,,,,,11.074074,3.515873,,29.05,16.25,62.96,0.0
2020-10-17,US_FL,23560,0.0,657.0,274.0,,,3968.0,743018.0,16118.0,88.0,0.43,0.56,0.9,7.12,1.54,3.79,284.0,2173.0,523.0,43844.0,,,,,,,,,,25.727778,20.144444,-18.0,35.61,18.89,38.89,0.0
2020-10-17,US_GA,12117,1.0,287.0,134.0,,,1534.0,339384.0,7607.0,51.0,0.33,0.52,0.81,7.52,1.58,3.93,234.0,1387.0,382.0,25351.0,,,,,,,,,,14.311111,6.888889,-12.0,31.87,16.69,59.26,0.0
2020-10-17,US_HI,569,0.0,33.0,24.0,,,85.0,14047.0,185.0,1.0,0.58,0.34,0.89,7.03,1.24,3.37,8.0,86.0,19.0,2485.0,,,,,,,,,,26.033333,21.833333,-30.0,42.22,21.99,76.85,0.0
2020-10-17,US_ID,4655,0.0,70.0,19.0,,,1094.0,51704.0,523.0,6.0,0.6,0.57,0.9,9.76,1.89,4.07,36.0,208.0,66.0,1798.0,,,,,,,,,,10.938889,1.736111,-12.0,38.53,20.77,51.39,0.0
2020-10-17,US_IL,24504,7.0,1594.0,726.0,,,3629.0,343390.0,9452.0,27.0,0.37,0.48,0.81,7.84,1.68,3.73,424.0,1566.0,351.0,11655.0,,,,,,,,,,9.394444,-2.734568,-7.0,29.73,15.97,54.63,0.0
2020-10-17,US_IN,12611,2.0,568.0,184.0,0.0,0.0,2482.0,145977.0,3918.0,31.0,0.37,0.53,0.87,7.71,1.59,3.88,192.0,1023.0,289.0,7652.0,,,,,,,,,,8.433333,-2.588889,-10.0,30.54,16.44,50.46,0.0
2020-10-17,US_IA,7599,1.0,,755.0,,,1157.0,101103.0,1527.0,4.0,0.43,0.48,1.05,8.48,1.78,4.16,86.0,469.0,107.0,4689.0,,,,,,,,,,11.894444,-2.185185,-2.0,33.64,18.19,43.52,0.0
